City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Guerrero Negro,MX,27.9769,-114.0611,71.73,81,3,13.94,clear sky
346,Raglan,NZ,-37.8,174.8833,62.1,96,100,13.38,light rain
347,Novopavlovka,RU,51.2172,109.2091,32.56,78,100,11.16,overcast clouds
348,Vetlanda,SE,57.4289,15.0776,45.32,94,36,7.14,scattered clouds
349,Inta,RU,66.0317,60.1659,33.28,53,100,7.34,overcast clouds
350,Vrcin,RS,44.664,20.591,65.26,70,97,6.53,overcast clouds
351,Vangaindrano,MG,-23.35,47.6,62.26,84,23,4.7,few clouds
352,Hambantota,LK,6.1241,81.1185,77.34,100,40,5.75,scattered clouds
353,Butembo,CD,0.15,29.2833,55.31,96,77,2.28,broken clouds
354,Anadyr,RU,64.75,177.4833,39.7,69,40,15.66,scattered clouds
355,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.05,72,96,8.14,overcast clouds
356,The Valley,AI,18.217,-63.0578,79.11,71,94,11.59,overcast clouds
357,Brainerd,US,46.358,-94.2008,61.09,59,0,4.61,clear sky
358,Komsomolskiy,UZ,40.4272,71.7189,65.12,32,100,2.3,overcast clouds
359,Nishihara,JP,26.1842,127.7558,85.28,72,40,6.91,scattered clouds
360,Bay City,US,43.5945,-83.8889,53.98,81,0,5.75,clear sky
361,Boca Do Acre,BR,-8.7522,-67.3978,74.52,72,100,3.02,overcast clouds
362,Mehamn,NO,71.0357,27.8492,40.91,93,75,2.3,broken clouds
363,Isiro,CD,2.7739,27.616,65.61,99,100,1.54,overcast clouds
364,Middelburg,ZA,-25.7751,29.4648,60.55,53,0,4.85,clear sky
365,Cordoba,AR,-31.4135,-64.1811,65.75,41,0,9.22,clear sky
366,Leningradskiy,RU,69.3833,178.4167,30.24,74,100,8.21,overcast clouds
367,Bangassou,CF,4.7413,22.8184,65.43,97,47,0.87,scattered clouds
368,Encruzilhada Do Sul,BR,-30.5439,-52.5219,54.27,99,100,1.52,overcast clouds
369,Alenquer,BR,-1.9417,-54.7383,78.84,63,20,3.8,few clouds
370,Soe,ID,-9.8607,124.284,81.7,54,33,3.4,scattered clouds
371,Andenes,NO,69.3143,16.1194,39.92,87,6,9.22,clear sky
372,Tondano,ID,1.3038,124.9112,82.49,54,25,3.69,scattered clouds
373,Pemba,MZ,-12.974,40.5178,70.5,94,20,3.44,few clouds
374,East Stroudsburg,US,40.9995,-75.1813,56.37,83,100,5.35,overcast clouds
375,Poptun,GT,16.3311,-89.4169,65.88,96,34,1.72,scattered clouds
376,Coos Bay,US,43.3665,-124.2179,70.0,87,0,17.27,clear sky
377,Ponnani,IN,10.767,75.9252,72.72,86,100,4.09,overcast clouds
378,Kamenka,RU,51.3223,42.7678,57.36,79,99,7.36,overcast clouds
379,Waipawa,NZ,-41.4122,175.5153,45.07,91,100,11.23,light rain
380,Banfora,BF,10.6333,-4.7667,71.65,89,100,0.51,overcast clouds
381,Kalmunai,LK,7.4167,81.8167,81.19,66,100,4.9,overcast clouds
382,Chiniot,PK,31.72,72.9789,77.09,45,0,6.67,clear sky
383,Saint Anthony,US,45.0205,-93.218,64.29,56,20,6.91,few clouds
384,Batsfjord,NO,70.6345,29.7185,40.93,87,75,3.44,broken clouds
385,Honningsvag,NO,70.9821,25.9704,40.75,75,100,9.22,overcast clouds
386,Luwuk,ID,-0.9516,122.7875,87.39,60,15,3.51,few clouds
387,Acapulco,MX,16.8634,-99.8901,84.02,74,75,10.36,broken clouds
388,Tacuarembo,UY,-31.7333,-55.9833,53.56,96,100,5.12,overcast clouds
389,Puerto Madryn,AR,-42.7692,-65.0385,54.36,66,87,7.49,overcast clouds
390,Skegness,GB,53.1436,0.3363,54.34,89,5,17.78,clear sky
391,Westport,US,41.1415,-73.3579,60.08,82,0,10.36,clear sky
392,Bagdarin,RU,54.4333,113.6,36.34,99,100,3.04,light rain
393,Arman,RU,59.7,150.1667,44.02,44,76,5.84,broken clouds
394,Zhezkazgan,KZ,47.8043,67.7144,21.18,58,0,13.42,clear sky
395,Ankpa,NG,7.3706,7.6253,70.9,97,89,3.51,overcast clouds
396,Bethanien,NA,-26.502,17.1583,60.53,23,66,2.48,broken clouds
397,Ibotirama,BR,-12.1853,-43.2206,80.64,41,7,8.34,clear sky
398,Port Hardy,CA,50.6996,-127.4199,57.38,88,20,2.3,few clouds
399,Manta,EC,-0.95,-80.7333,71.38,78,40,11.5,scattered clouds
400,Ancud,CL,-41.8697,-73.8203,45.7,92,34,4.34,scattered clouds
401,Savinka,RU,50.0785,47.0994,59.65,76,20,5.88,few clouds
402,Jumla,NP,29.2747,82.1838,59.25,71,0,2.39,clear sky
403,Njombe,TZ,-9.3333,34.7667,49.82,91,14,4.36,few clouds
404,Sapanta,RO,47.9667,23.7,56.84,91,91,3.04,overcast clouds
405,Balykshi,KZ,47.0667,51.8667,55.4,41,0,11.18,clear sky
406,Taoudenni,ML,22.6783,-3.9836,80.82,20,37,8.68,scattered clouds
407,Nouadhibou,MR,20.931,-17.0347,70.59,84,0,22.88,clear sky
408,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.31,92,91,2.84,overcast clouds
409,Conway,US,35.0887,-92.4421,66.0,40,40,3.44,scattered clouds
410,Biak,ID,-0.9131,122.8766,84.16,64,79,2.08,broken clouds
411,Aykhal,RU,66.0,111.5,18.88,91,93,3.42,overcast clouds
412,Hirara,JP,24.8,125.2833,84.47,79,40,9.22,scattered clouds
413,Deep River,CA,46.1001,-77.4995,43.95,76,0,3.53,clear sky
414,Vila Velha,BR,-20.3297,-40.2925,67.95,88,75,3.44,broken clouds
415,Anamur,TR,36.0751,32.8369,80.15,59,0,3.91,clear sky
416,Mahajanga,MG,-15.7167,46.3167,68.02,60,0,5.75,clear sky
417,Atasu,KZ,48.6814,71.6433,24.85,66,0,10.54,clear sky
418,Kysyl-Syr,RU,63.8986,122.7617,28.54,68,100,3.47,overcast clouds
419,Uvinza,TZ,-5.1036,30.3911,71.19,56,62,1.28,broken clouds
420,Russell,US,32.3502,-85.1999,70.88,82,0,0.0,clear sky
421,Pokrovsk,UA,48.282,37.1758,59.97,92,18,8.05,few clouds
422,Rosario,AR,-32.9468,-60.6393,61.83,62,0,5.75,clear sky
423,Slyudyanka,RU,51.6594,103.7061,32.83,73,100,5.28,overcast clouds
424,Ugoofaaru,MV,5.6667,73.0,80.83,78,100,21.45,light rain
425,Alyangula,AU,-13.8483,136.4192,85.78,47,69,6.64,broken clouds
426,Mastic Beach,US,40.7668,-72.8521,60.3,76,0,0.0,clear sky
427,Altamira,BR,-3.2033,-52.2064,73.15,86,77,3.67,broken clouds
428,Christchurch,NZ,-43.5333,172.6333,53.91,60,100,13.8,overcast clouds
429,Myitkyina,MM,25.3833,97.4,83.01,70,95,0.74,overcast clouds
430,Sayan,PE,-11.1361,-77.1933,69.15,62,91,1.57,overcast clouds
431,Hornepayne,CA,49.2138,-84.7705,47.19,92,93,6.93,overcast clouds
432,Yining,CN,29.0361,114.5636,94.48,39,2,2.04,clear sky
433,Iquitos,PE,-3.7481,-73.2472,77.04,83,100,6.91,overcast clouds
434,Norman Wells,CA,65.282,-126.8329,51.84,87,75,4.61,broken clouds
435,Naryan-Mar,RU,67.6713,53.087,34.09,95,100,13.89,light snow
436,Karatau,KZ,43.1667,70.4667,39.74,30,88,8.43,overcast clouds
437,Tautira,PF,-17.7333,-149.15,77.61,68,1,6.87,clear sky
438,Tucuman,AR,-26.8241,-65.2226,59.0,67,0,3.44,clear sky
439,Boke,GN,10.9409,-14.2967,72.52,97,83,2.86,broken clouds
440,Albina,SR,5.5,-54.05,76.68,89,4,4.43,clear sky
441,Katangli,RU,51.7102,143.2326,44.64,56,100,8.37,overcast clouds
442,Camargo,MX,27.6667,-105.1667,72.09,48,78,7.14,broken clouds
443,Rzhev,RU,56.2624,34.3282,43.32,92,88,3.51,overcast clouds
444,Minab,IR,27.1467,57.0801,81.1,79,0,3.74,clear sky
445,Chauk,MM,20.8833,94.8167,81.59,82,100,7.38,overcast clouds
446,Severodvinsk,RU,64.5635,39.8302,44.71,98,100,7.78,light rain
447,Shenkursk,RU,62.1091,42.896,46.17,96,99,5.79,overcast clouds
448,Talara,PE,-4.5772,-81.2719,63.59,88,54,15.73,broken clouds
449,Pochutla,MX,15.7432,-96.4661,76.82,91,91,0.81,overcast clouds
450,Beringovskiy,RU,63.05,179.3167,39.79,78,100,31.0,overcast clouds
451,Nioro,GM,13.35,-15.75,76.26,95,100,4.47,overcast clouds
452,Tutoia,BR,-2.7619,-42.2744,78.96,83,80,11.1,broken clouds
453,Jingdezhen,CN,29.2947,117.2079,94.06,43,0,4.34,clear sky
454,Pyapon,MM,16.2833,95.6833,79.3,87,100,2.46,overcast clouds
455,Asau,RO,46.4333,26.4,58.12,81,36,5.17,scattered clouds
456,Taft,IR,31.7471,54.2088,66.15,18,0,2.3,clear sky
457,Ulety,RU,51.3572,112.4849,39.78,79,100,15.05,overcast clouds
458,Bull Savanna,JM,17.8868,-77.5902,76.24,82,100,2.33,overcast clouds
459,Ishigaki,JP,24.3448,124.1572,84.33,74,75,9.22,broken clouds
460,Manggar,ID,-2.8833,108.2667,85.48,63,70,3.42,broken clouds
461,Sungaipenuh,ID,-2.0833,101.3833,73.53,79,83,1.77,broken clouds
462,San Rafael,AR,-34.6177,-68.3301,66.79,32,100,10.47,overcast clouds
463,Fernie,CA,49.5,-115.0687,56.08,70,98,4.07,overcast clouds
464,Pithoro,PK,25.5167,69.3833,77.14,73,0,13.69,clear sky
465,Goderich,CA,43.7501,-81.7165,55.9,87,75,4.61,broken clouds
466,Colac,AU,-38.3333,143.5833,61.18,55,2,6.55,clear sky
467,Nizwa,OM,22.9333,57.5333,75.2,66,0,0.87,clear sky
468,Faanui,PF,-16.4833,-151.75,78.24,68,13,7.11,few clouds
469,College,US,64.8569,-147.8028,55.38,60,75,3.44,broken clouds
470,Lac Du Bonnet,CA,50.2536,-96.0612,54.16,79,40,10.33,scattered clouds
471,Lares,PR,18.2947,-66.8771,76.48,95,100,4.09,overcast clouds
472,Saint-Pierre,RE,-21.3393,55.4781,64.29,59,20,4.61,few clouds
473,Bandar-E Lengeh,IR,26.5579,54.8807,84.81,67,8,3.38,clear sky
474,Pangai,TO,-19.8,-174.35,80.71,50,20,14.97,few clouds
475,Bereda,ES,43.2686,-7.5406,53.58,98,100,2.98,overcast clouds
476,Ustka,PL,54.5805,16.8619,44.65,72,39,11.21,scattered clouds
477,Kutum,SD,14.2,24.6667,76.44,31,100,2.46,overcast clouds
478,Kropotkin,RU,45.4375,40.5756,64.06,61,0,3.69,clear sky
479,Alice Springs,AU,-23.7,133.8833,74.75,20,100,12.66,overcast clouds
480,Batemans Bay,AU,-35.7167,150.1833,60.1,61,63,8.5,light rain
481,San Joaquin,US,37.9333,-121.3011,89.67,29,0,5.75,clear sky
482,Boende,CD,-0.2167,20.8667,69.57,96,5,0.43,clear sky
483,Bonnyville,CA,54.2668,-110.735,57.0,82,36,7.58,scattered clouds
484,Fort Nelson,CA,58.8053,-122.7002,67.59,40,75,4.61,broken clouds
485,Umm Lajj,SA,25.0213,37.2685,88.59,34,0,10.98,clear sky
486,Wanning,CN,18.8003,110.3967,80.08,88,100,5.55,overcast clouds
487,Yerbogachen,RU,61.2767,108.0108,28.51,69,100,5.75,overcast clouds
488,Blackfoot,US,43.1905,-112.345,58.01,66,99,6.69,overcast clouds
489,Kalabo,ZM,-14.97,22.6814,70.02,27,70,7.67,broken clouds
490,Nuevo Progreso,MX,23.1667,-97.95,73.54,78,5,1.45,clear sky
491,Gambela,ET,8.25,34.5833,71.35,78,91,2.24,overcast clouds
492,Jiazi,CN,22.8779,116.067,83.97,74,55,11.95,broken clouds
493,Sobolevo,RU,54.4299,31.8996,47.43,93,100,5.64,overcast clouds
494,Oranjemund,NA,-28.55,16.4333,54.41,89,68,10.74,broken clouds
495,Pangkalanbuun,ID,-2.6833,111.6167,83.68,78,95,1.1,moderate rain
496,High Level,CA,58.5169,-117.136,60.91,67,75,3.44,broken clouds
497,Ocampo,MX,21.65,-101.5,54.32,50,2,12.03,clear sky
498,Vao,NC,-22.6667,167.4833,71.42,72,82,20.11,broken clouds
499,Alexandria,EG,31.2156,29.9553,80.19,73,0,6.62,clear sky
500,Adrar,MR,20.5022,-10.0711,79.43,25,0,11.34,clear sky
501,Kandrian,PG,-6.2167,149.55,87.75,59,13,11.18,few clouds
502,Panaba,MX,21.2833,-88.2667,71.6,68,86,7.0,overcast clouds
503,Ambilobe,MG,-13.2,49.05,62.11,80,0,4.0,clear sky
504,Iquique,CL,-20.2208,-70.1431,59.04,64,23,3.02,few clouds
505,Rabak,SD,13.1809,32.74,75.65,75,88,9.17,overcast clouds
506,Xining,CN,36.6167,101.7667,57.24,55,3,2.55,clear sky
507,Samana,DO,19.2056,-69.3369,76.17,88,89,6.17,overcast clouds
508,Langres,FR,47.8333,5.3333,47.19,69,100,13.09,overcast clouds
509,Tromso,NO,69.6496,18.957,35.38,86,67,3.44,broken clouds
510,Masty,BY,53.4122,24.5387,48.15,95,100,3.53,overcast clouds
511,Huarmey,PE,-10.0681,-78.1522,62.49,83,100,7.25,overcast clouds
512,Nizhneangarsk,RU,55.7833,109.55,35.82,81,100,10.67,light rain
513,Bonavista,CA,48.6499,-53.1147,53.49,81,5,16.44,clear sky
514,Kosh-Agach,RU,50.0,88.6667,17.56,60,100,2.24,overcast clouds
515,Chumikan,RU,54.7183,135.315,44.51,40,0,11.5,clear sky
516,Rincon,US,32.296,-81.2354,64.36,68,100,12.66,overcast clouds
517,Bakchar,RU,57.0186,82.0711,25.9,89,75,4.18,broken clouds
518,Port Lincoln,AU,-34.7333,135.8667,61.39,68,2,7.36,clear sky
519,Waddan,LY,29.1614,16.139,85.15,15,0,10.69,clear sky
520,Araouane,ML,18.9048,-3.5265,89.83,19,0,8.93,clear sky
521,Merauke,ID,-8.4667,140.3333,86.18,68,98,9.1,overcast clouds
522,Ivybridge,GB,50.3904,-3.9191,57.85,94,75,18.59,broken clouds
523,Calvinia,ZA,-31.4707,19.776,48.9,60,100,3.33,overcast clouds
524,Pedasi,PA,7.5333,-80.0333,76.06,88,100,8.03,overcast clouds
525,Porto Santo,PT,33.072,-16.3415,70.18,68,20,13.8,few clouds
526,Yerkoy,TR,39.6381,34.4672,65.84,49,0,0.65,clear sky
527,Hudson Bay,CA,52.85,-102.3842,47.75,74,100,7.87,overcast clouds
528,Francavilla Al Mare,IT,42.4206,14.287,67.55,88,20,1.14,few clouds
529,Damara,CF,4.9608,18.7035,70.14,97,100,1.1,light rain
530,Pendleton,US,45.6721,-118.7886,71.83,50,4,8.01,clear sky
531,Tingo Maria,PE,-9.2895,-76.0088,67.35,98,99,0.38,overcast clouds
532,Santana,BR,-0.0583,-51.1817,86.18,74,40,10.36,scattered clouds
533,Mikhaylovka,RU,50.06,43.2379,55.71,82,100,5.68,overcast clouds
534,Khani,GE,41.9563,42.9566,47.77,63,0,5.44,clear sky
535,Havre-Saint-Pierre,CA,50.2334,-63.5986,48.56,81,20,6.91,few clouds
536,Bubaque,GW,11.2833,-15.8333,79.95,82,100,10.45,overcast clouds
537,Kalispell,US,48.1958,-114.3129,59.49,71,50,2.77,scattered clouds
538,Loa Janan,ID,-0.583,117.095,80.71,87,100,2.66,light rain
539,Dahuk,IQ,36.8695,42.994,73.31,21,0,4.7,clear sky
540,Luoyang,CN,34.6836,112.4536,70.39,85,100,5.88,overcast clouds
541,Never,FR,46.9896,3.159,51.55,91,100,11.36,light rain
542,Wageningen,NL,51.9667,5.6667,52.86,94,75,16.11,moderate rain
543,Maceio,BR,-9.6658,-35.7353,74.64,83,20,3.44,few clouds
544,Sonqor,IR,34.7837,47.6004,59.47,20,0,2.73,clear sky
545,Nacala,MZ,-14.5428,40.6728,67.3,90,0,3.47,clear sky
546,Kashmor,PK,28.4333,69.5833,81.14,54,0,6.89,clear sky
547,Jiuquan,CN,39.7432,98.5174,57.45,33,0,5.88,clear sky
548,Itaituba,BR,-4.2761,-55.9836,77.18,62,9,3.29,clear sky
549,Laranjeiras Do Sul,BR,-25.4078,-52.4161,57.81,99,100,1.59,overcast clouds
550,Tawau,MY,4.2498,117.8871,86.13,79,52,1.99,broken clouds
551,Port-Gentil,GA,-0.7193,8.7815,76.59,88,100,9.95,moderate rain
552,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.7,96,100,1.79,moderate rain
553,Kirishi,RU,59.4471,32.0205,44.56,89,100,4.61,overcast clouds
554,Pucallpa,PE,-8.3791,-74.5539,73.44,100,75,2.3,broken clouds
555,San Quintin,MX,30.4833,-115.95,68.85,82,0,12.46,clear sky
556,Port Macquarie,AU,-31.4333,152.9167,63.9,88,75,11.5,broken clouds
557,Rio Grande,BR,-32.035,-52.0986,57.9,94,100,11.16,overcast clouds
558,Am Timan,TD,11.0297,20.2827,73.83,84,55,3.65,broken clouds
559,Valday,RU,57.9747,33.2525,40.39,95,77,3.38,broken clouds
560,Birao,CF,10.2849,22.7882,71.8,87,7,2.84,clear sky
561,Coahuayana,MX,18.7333,-103.6833,78.6,90,71,3.36,broken clouds
562,Roebourne,AU,-20.7833,117.1333,77.94,58,0,12.19,clear sky
563,Phanat Nikhom,TH,13.4458,101.1844,84.81,33,97,10.2,overcast clouds
564,Ust-Kuyga,RU,70.0167,135.6,24.4,84,99,0.76,overcast clouds
565,Zverinogolovskoye,RU,54.4586,64.8542,27.39,64,0,6.67,clear sky
566,Ouesso,CG,1.6136,16.0517,69.03,97,17,1.19,few clouds
567,Xai-Xai,MZ,-25.0519,33.6442,64.42,94,0,3.51,clear sky
568,Zirandaro,MX,18.45,-100.9833,77.59,85,15,1.77,few clouds
569,Buala,SB,-8.145,159.5921,85.08,67,21,5.06,light rain
570,Jizan,SA,17.3333,42.6667,85.14,62,2,3.98,clear sky
571,Rock Sound,BS,24.9,-76.2,81.07,77,71,6.46,broken clouds
572,Hounde,BF,11.5,-3.5167,70.3,88,100,4.54,overcast clouds
573,Coari,BR,-4.085,-63.1414,79.48,66,91,1.66,overcast clouds
574,Kununurra,AU,-15.7667,128.7333,82.38,57,75,12.66,light rain
575,Tarata,BO,-17.6167,-66.0167,60.22,65,4,5.14,clear sky
576,Hofn,IS,64.2539,-15.2082,46.65,82,100,9.48,overcast clouds
577,Villanueva De Cordoba,ES,38.3228,-4.6287,53.17,44,73,2.51,broken clouds
578,Rio Claro,BR,-22.4114,-47.5614,62.49,93,96,2.24,overcast clouds
579,Okhotsk,RU,59.3833,143.3,39.52,78,100,14.05,overcast clouds
580,Nanchang,CN,28.6833,115.8833,93.65,39,1,4.21,clear sky
581,Grand Gaube,MU,-20.0064,57.6608,70.2,76,3,15.08,clear sky
582,Khandbari,NP,27.3747,87.2039,74.91,65,5,0.04,clear sky
583,Xinqing,CN,48.2333,129.5,47.93,53,11,5.61,few clouds
584,Orotukan,RU,62.2667,151.7,25.29,84,100,3.38,overcast clouds
585,Marienburg,PL,54.0359,19.0266,47.88,76,55,7.49,broken clouds
586,Acajutla,SV,13.5928,-89.8275,79.5,82,80,2.33,broken clouds
587,Frontignan,FR,43.4485,3.754,55.54,56,12,13.11,few clouds
588,Iza,UA,48.2152,23.3287,57.88,99,100,3.2,heavy intensity rain
589,Garden City,US,42.3256,-83.331,58.86,64,20,3.44,few clouds
590,Tazovskiy,RU,67.4667,78.7,31.84,80,100,12.28,overcast clouds
591,Ushtobe,KZ,45.2514,77.9838,28.83,54,9,14.5,clear sky
592,Pitimbu,BR,-7.4706,-34.8086,75.79,80,59,12.19,broken clouds
593,Ballesteros,PH,18.4126,121.5152,84.47,70,1,9.04,clear sky
594,Powassan,CA,46.0334,-79.3496,53.15,86,0,3.8,clear sky
595,Riyadh,SA,24.6877,46.7219,71.74,17,0,2.42,clear sky
596,Grafton,US,42.207,-71.6856,51.84,90,100,1.32,overcast clouds
597,Jinji,CN,23.2281,110.8261,81.93,79,96,6.26,overcast clouds
598,Arlit,NE,18.7369,7.3853,88.39,34,97,10.63,overcast clouds
599,Acarau,BR,-2.8856,-40.12,78.04,85,57,17.25,broken clouds
600,Aitape,PG,-3.1374,142.3475,86.77,62,93,9.69,overcast clouds
601,Soyo,AO,-6.1349,12.3689,74.8,90,100,6.82,light rain
602,Rabo De Peixe,PT,37.8,-25.5833,66.27,82,40,3.44,scattered clouds
603,Marquette,US,46.5333,-87.6335,55.76,82,0,3.0,clear sky
604,Ankang,CN,32.68,109.0172,76.42,65,38,1.9,scattered clouds
605,Prince Rupert,CA,54.3161,-130.3201,60.89,82,40,5.75,scattered clouds
606,Bachaquero,VE,9.9694,-71.1494,79.14,82,70,3.71,broken clouds
607,Arkhangelsk,RU,64.5401,40.5433,44.71,100,100,4.47,moderate rain
608,Maltahohe,NA,-24.8333,16.9833,66.2,10,0,6.71,clear sky
609,Envira,BR,-7.3,-70.2167,72.9,79,9,2.91,clear sky
610,Nyurba,RU,63.2842,118.3319,30.2,62,64,2.04,broken clouds
611,Novo Aripuana,BR,-5.1206,-60.3797,81.36,54,89,3.24,overcast clouds
612,Voznesenye,RU,61.0106,35.4781,45.36,90,100,10.65,overcast clouds
613,Ardakan,IR,32.31,54.0175,73.18,13,0,3.74,clear sky
614,Pacific Grove,US,36.6177,-121.9166,64.2,92,75,9.22,broken clouds
615,Mezen,RU,65.8522,44.24,38.5,99,100,6.29,overcast clouds
616,Neuquen,AR,-38.9516,-68.0591,62.49,29,0,0.0,clear sky
617,Kabac,PH,11.2353,123.6979,83.26,74,17,8.93,few clouds
618,Arys,KZ,42.4252,68.795,49.69,25,5,14.2,clear sky
619,Progreso,MX,21.2833,-89.6667,75.9,71,79,9.04,broken clouds
620,Eyrarbakki,IS,63.863,-21.1481,48.25,88,100,8.01,overcast clouds
621,Kharp,RU,66.8014,65.8081,22.44,89,31,3.09,scattered clouds
622,Fare,PF,-16.7,-151.0167,78.15,69,0,6.04,clear sky
623,Ust-Tsilma,RU,65.441,52.1498,35.56,95,100,9.91,light rain
624,Meadow Lake,US,34.8014,-106.5436,73.06,43,48,8.63,scattered clouds
625,Along,IN,28.1667,94.7667,76.71,83,27,0.16,scattered clouds
626,Bolotnoye,RU,55.6717,84.3981,31.53,93,100,6.08,overcast clouds
627,Mangrol,IN,21.1167,70.1167,79.88,73,18,6.08,few clouds
628,Funadhoo,MV,6.15,73.2667,81.12,78,100,22.97,overcast clouds
629,Kyra,RU,49.5776,111.9753,45.61,75,100,5.48,overcast clouds
630,Hun,LY,29.1268,15.9477,85.06,16,0,10.13,clear sky
631,Vanavara,RU,60.34,102.2797,28.29,70,69,6.49,broken clouds
632,Lichuan,CN,30.3,108.85,72.91,69,71,8.52,broken clouds
633,Tuy Hoa,VN,13.0833,109.3,79.12,87,100,6.69,overcast clouds
634,Carlos Antonio Lopez,PY,-26.4,-54.7667,61.84,100,95,1.01,overcast clouds
635,Huancavelica,PE,-12.7667,-74.9833,36.05,83,100,3.69,overcast clouds
636,Tehachapi,US,35.1322,-118.449,76.64,45,0,11.01,clear sky
637,Bardiyah,LY,31.7561,25.0865,81.01,58,0,7.27,clear sky
638,Martapura,ID,-3.4167,114.85,87.89,66,0,8.05,clear sky
639,Saint-Augustin,CA,51.226,-58.6502,49.84,71,98,14.52,overcast clouds
640,Belmonte,BR,-15.8631,-38.8828,73.24,85,91,12.35,overcast clouds
641,Skjervoy,NO,70.0311,20.9714,35.6,58,7,9.44,clear sky
642,Madinat Sittah Uktubar,EG,29.8167,31.05,78.4,67,0,14.05,clear sky
643,Antalaha,MG,-14.9003,50.2788,65.19,80,70,6.73,broken clouds
644,Conde,BR,-7.2597,-34.9075,74.66,88,20,5.75,few clouds
645,Suntar,RU,62.1444,117.6319,31.37,62,70,1.45,broken clouds
646,Mehran,IR,33.1222,46.1646,81.79,13,0,8.7,clear sky
647,Ceuta,ES,35.8903,-5.3075,62.64,81,9,10.42,clear sky
648,Whitehorse,CA,60.7161,-135.0538,54.37,59,100,11.5,shower rain
649,Tatawin,TN,32.9297,10.4518,73.15,88,3,7.49,clear sky
650,Coihaique,CL,-45.5752,-72.0662,46.35,53,0,5.75,clear sky
651,Troitsko-Pechorsk,RU,62.7084,56.1964,33.85,84,100,8.37,overcast clouds
652,Coffs Harbour,AU,-30.3,153.1333,63.14,88,75,18.41,light rain
